11,"Malouf group pharmacy southside gympie",default.jpg,2,"R g Malouf, jd macfarlane pharmacy",-,"  southside town centre, 1 woolgar road",,"Southside gympie",1,1,0,3,0,,4570,"(07) 5481 1231","(07) 5483 8421",southside@maloufpharmacies.com.au,"monday-friday 8am-5.30pm
saturday 8.30am-1pm",1,"2012-05-28 16:30:30",152.649869,-26.199355,617
12,"Ufs pharmacy",default.jpg,2," ",,"Shop 2, 715 calder highway",,"Maiden gully",3,0,0,0,0,,3551,"03 5449 7149",,,"	  ",2,"0000-00-00 00:00:00",144.2096973,-36.7424975,222
13,"Nova pharmacy modbury",default.jpg,2,"Gurmej Singh & alan feil",-,"Shop 144, tea tree plaza","976 north east road",Modbury,6,0,0,0,0,,5092,"(08) 8263 5999","(08) 8264 9449",-,"mon â€“ wed & fri: 9:00am â€“ 5:30pm
thur: 9:00am â€“ 9:00pm
sat: 9:00am â€“ 5:00pm
sun: 11:00am â€“ 4:00pm
	  ",1,"2012-12-21 10:34:16",138.69174,-34.831484,621
14,"Warwick friendly society health centre pharmacy",default.jpg,2," ",,"53 wood street",,Warwick,1,0,0,0,0,,4370,"07 4667 0692",,,"	  ",2,"0000-00-00 00:00:00",152.027846,-28.219361,194
15,"Cornett`s supa iga ",default.jpg,2," ",,"Garden town shopping centre, cnr margaret and victoria streets",,Toowoomba,1,0,0,0,0,,4350,,,,,1,"0000-00-00 00:00:00",151.9510056,-27.5617654,267
16,"Countrycare pharmacy",default.jpg,2," ",,"14 west street",,"Mt isa",1,0,0,0,0,,4825,"07 4743 2038",,,"	  ",2,"0000-00-00 00:00:00",139.490612,-20.726802,215
17,"The medicine shoppe pharmacy",default.jpg,2,"- -",Anthony,"259 walcott st",,"Mount lawley",7,0,0,1,0,,6050,"(08) 9444 9550",-,none@none.com,"	  ",2,"2012-05-11 08:26:08",115.8582944,-31.9229225,616
18,"Burleigh heads supa iga",default.jpg,2," ",,"Stocklands shopping centre, cnr burleigh and connection roads",,"West burleigh",1,3,0,0,0,,4219,,,,"	  ",1,"0000-00-00 00:00:00",153.441475,-28.112159,272
19,"Red apple chemist",default.jpg,2," ",,"Shop 10, sydney street markets, 83-85 sydney street",,Mackay,1,0,0,0,0,,4740,"07 4953 3111",,,"	  ",2,"0000-00-00 00:00:00",149.187385,-21.144201,109
20,"Drakes supa iga",default.jpg,2,"Roger Drake","David callahan (manager), adelle & greg (assistant managers)","Ashmore city shopping centre","Cnr currumburra and nerang road",Ashmore,1,3,0,5,0,,4214,"(07) 5539 3044",,,"mon - fri: 7.30am-9.00pm 
saturday: 7.30am-5.30pm 
sunday: 8.00am-6.00pm
	  
	  
	  ",1,"0000-00-00 00:00:00",153.3685318,-27.9837507,270
21,"Ceduna chemplus pharmacy",default.jpg,2," ",,"30 poynton avenue ",,Ceduna,6,0,0,0,0,,5690,"08 8625 2061",,,"	  ",2,"0000-00-00 00:00:00",133.674393,-32.128391,218
22,"Maitland pharmacy",default.jpg,2," ",,"16 robert street",,Maitland,6,0,0,0,0,,5573,"08 8832 2651",,,"	  ",2,"0000-00-00 00:00:00",137.672273,-34.374985,298
23,"Chemistworks stockland wetherill park",default.jpg,2," ",,"Shop 72, 561-583 polding street",,"Wetherill park",2,0,0,0,0,,2164,"02 9609 7239",,,"	  
	  
	  ",2,"0000-00-00 00:00:00",150.8980751,-33.8590703,128
24,"Cornett`s iga ",default.jpg,2," ",,"Cnr anne and lowe streets",,Nambour,1,3,0,0,0,,4560,,,,"	  ",1,"0000-00-00 00:00:00",152.9608837,-26.6258894,268
25,"Health information pharmacy",default.jpg,2," ",,"612 wynnum rd",,Morningside,1,0,0,0,0,,4170,"07 3399 4015",,,"	  ",2,"0000-00-00 00:00:00",153.0714144,-27.4682638,200
26,"Cornett`s iga winston glades",default.jpg,2," ",,"Lot 5, ash street",,Yamanto,1,0,0,0,0,,4719,,,,,1,"0000-00-00 00:00:00",152.752377,-27.654205,269
27,"Malouf group pharmacy aspley",default.jpg,2,"Glenda Judkins",Lisa,"Aspley village shopping centre,","Shop 14/15, 605 robinson rd",Aspley,1,1,0,3,7,,4034,"(07) 3263 8497","(07) 3263 1236",aspley@maloufspharmacies.com.au,"mon, tues, wed, fri: 8am to 6pm
thurs: 8am to 8pm
sat: 8:30am to 5pm
	  
	  
	  ",1,"0000-00-00 00:00:00",153.0238665,-27.3647484,150
28,"Malouf group pharmacy sandgate",default.jpg,2,"Ian Malouf","Mary, ann","Ibis central shopping centre","Shop 5, bowser pde",Sandgate,1,1,0,3,7,,4017,"(07) 3269 1322","(07) 3269 1388",sandgate@maloufpharmacies.com.au,"mon - wed, fri: 8am to 6pm
thurs: 8am to 7pm
sat: 8am to 5pm
sun: 9am to 4pm  
	  
	  
	  ",1,"0000-00-00 00:00:00",153.0694657,-27.3203625,153
29,"Malouf pharmacy",default.jpg,2," ",,"Shop 16, 52 high street",,Rangeville,1,0,0,0,0,,4350,"07 4613 4312",,,,1,"0000-00-00 00:00:00",151.978729,-27.58601,288
30,"Seacliff park chemplus",default.jpg,2," ",,"234 seacombe road",,"Seacliff park",6,0,0,0,0,,5044,"08 8296 9955",,,"	  ",2,"0000-00-00 00:00:00",138.532456,-35.0298974,235
31,"Hallett cove chemplus",default.jpg,2," ",,"T-05 hallett cove shopping centre, 45 lonsdale road",,"Hallett cove",6,0,0,0,0,,5158,"08 8387 2116",,,"	  ",2,"0000-00-00 00:00:00",138.5176021,-35.0785311,236
32,"Cornett`s supa iga",default.jpg,2," ",,"29 sunderland street",,"Banksia beach",1,0,0,0,0,,4507,,,,,1,"0000-00-00 00:00:00",153.1371307,-27.0446634,237
33,"Chemist direct",default.jpg,2," ",,"556-558 botany rd",,Alexandria,2,0,0,0,0,,2015,"02 96696426",,,,1,"0000-00-00 00:00:00",151.200209,-33.915368,175
34,"Stones corner pharmacy - off the shelf",default.jpg,2," ",,"329 logan rd",,"Stones corner",1,0,0,0,0,,4120,"07 3397 5355",,,"	  ",2,"0000-00-00 00:00:00",153.044213,-27.499033,177
35,"Pharmacy 777 mount lawley - bb express",default.jpg,2," ",,"259 walcott st",,"Mount lawley",7,0,0,0,0,,6050,"08 9444 9550",,,"	  ",2,"0000-00-00 00:00:00",115.8582944,-31.9229225,190
36,"Health information pharmacy",default.jpg,2," ",,"Brimbank central shopping centre, cnr neale and station rds",,"Deer park",3,0,0,0,0,,3023,"03 9363 6065",,,"	  ",2,"0000-00-00 00:00:00",144.772669,-37.7700917,198
37,"Parkinson supa iga",default.jpg,2," ",,"Parkinson shopping centre, cnr nottingham and algester roads",,Parkinson,1,3,0,0,0,,4115,,,,"	  ",1,"0000-00-00 00:00:00",153.0390178,-27.6337441,274
38,"Cornett`s supa iga",default.jpg,2," ",,"30-34 woongarra street",,Bundaberg,1,0,0,0,0,,4670,,,,,1,"0000-00-00 00:00:00",152.353272,-24.866507,238
39,"Cornett`s supa iga",default.jpg,2," ",,"29 queen street",,"Bundaberg north",1,0,0,0,0,,4670,,,,,1,"0000-00-00 00:00:00",152.344012,-24.855482,239
40,"Cornett`s supa iga - clifford gardens",default.jpg,2," ",,"Cnr james st and anzac avenue",,Toowoomba,1,0,0,0,0,,4350,,,,,1,"0000-00-00 00:00:00",151.9297426,-27.5658819,240
41,"Cornett`s supa iga",default.jpg,2," ",,"Cnr elizabeth avenue and angus street",,Clontarf,1,3,0,0,0,,4019,,,,"	  ",1,"0000-00-00 00:00:00",153.0804425,-27.259018,241
42,"Cornett`s supa iga",default.jpg,2," ",,"57-63 dawson highway",,Gladstone,1,3,0,0,0,,4680,,,,"	  ",1,"0000-00-00 00:00:00",151.218481,-23.91744,242
43,"Cornett`s supa iga",default.jpg,2," ",,"75 braun street",,Deagon,1,3,0,0,0,,4017,,,,"	  ",1,"0000-00-00 00:00:00",153.0576366,-27.3295222,243
44,"Cornett`s supa iga",default.jpg,2," ",,"135 byrne street",,Mareeba,1,3,0,0,0,,4880,,,,"	  ",1,"0000-00-00 00:00:00",145.422819,-16.993353,244
45,"Cornett`s supa iga",default.jpg,2," ",,"161-163 bridge street",,Oakey,1,3,0,0,0,,4401,,,,"	  ",1,"0000-00-00 00:00:00",151.721509,-27.433119,245
46,"Cornett`s supa iga - raintrees",default.jpg,2," ",,"Cnr alfred and koch streets",,Mandunda,1,3,0,0,0,,4870,,,,"	  ",1,"0000-00-00 00:00:00",145.740868,-16.9248695,246
47,"Cornett`s supa iga",default.jpg,2," ",,"Redbank plaza, 1 collingwood drive",,Redbank,1,3,0,0,0,,4301,,,,"	  ",1,"0000-00-00 00:00:00",152.867855,-27.605604,247
48,"Cornett`s supa iga - glenmore",default.jpg,2," ",,"309-315 farm street",,Rockhampton,1,3,0,0,0,,4701,,,,"	  ",1,"0000-00-00 00:00:00",150.52023,-23.333997,249
49,"Cornett`s supa iga",default.jpg,2," ",,"115 lamb street",,Murgon,1,3,0,0,0,,4605,,,,"	  ",1,"0000-00-00 00:00:00",151.939556,-26.2413685,250
50,"Cornett`s supa iga",default.jpg,2," ",,"Sarina beach road",,Sarina,1,3,0,0,0,,4737,,,,"	  ",1,"0000-00-00 00:00:00",149.2310983,-21.4030807,251
51,"Cornett`s supa iga",default.jpg,2," ",,"85 sun valley road",,"Sun valley",1,3,0,0,0,,4680,,,,"	  ",1,"0000-00-00 00:00:00",151.250791,-23.88113,252
52,"Hatties supa iga",default.jpg,2,"Peter Dawson","Peter dawson","Shakespeare st (cnr moore street)",,Mackay,1,3,0,4,0,,4740,"(07) 4957 3443",,petillian@bigpond.com,"	  
	  
	  
	  ",1,"0000-00-00 00:00:00",149.1912237,-21.1482118,253
53,"Chris` supa iga",default.jpg,2," ",,"8 sheppards drive",,Greenbank,1,3,0,0,0,,4124,,,,"	  ",1,"0000-00-00 00:00:00",152.9862465,-27.7192988,254
54,"Supa iga",default.jpg,2," ",,"20 blackall street",,Woombye,1,3,0,0,0,,4559,,,,"	  ",1,"0000-00-00 00:00:00",152.965621,-26.66102,255
55,"Ritchie`s supa iga",default.jpg,2," ",,"401 logan road",,"Stones corner",1,3,0,0,0,,4120,,,,"	  ",1,"0000-00-00 00:00:00",153.0455217,-27.5003905,257
56,"Ritchie`s supa iga ",default.jpg,2," ",,"Westfield shopping centre, 1151 creek road",,Carindale,1,3,0,0,0,,4152,,,,"	  ",1,"0000-00-00 00:00:00",153.1015174,-27.5033262,258
57,"Ritchies iga",default.jpg,2," ",,"Shop m1, 3-5 cupania street",,"Daisy hill",1,3,0,0,0,,4127,,,,"	  ",1,"0000-00-00 00:00:00",153.154354,-27.643582,259
58,"Supa iga",default.jpg,2," ",,"Silo central shopping centre, shop 5, silo road",,Atherton,1,3,0,0,0,,4883,,,,"	  ",1,"0000-00-00 00:00:00",145.4735625,-17.2671393,260
59,"Supa iga",default.jpg,2," ",,"38 simpson street",,Beerwah,1,3,0,0,0,,4519,,,,"	  ",1,"0000-00-00 00:00:00",152.957185,-26.856302,261
60,"Supa iga",default.jpg,2," ",,"Avoca street",,Kingaroy,1,3,0,0,0,,4610,,,,"	  ",1,"0000-00-00 00:00:00",151.8354031,-26.5445263,262
61,"Supa iga",default.jpg,2," ",,"18 palmerin street",,Warwick,1,3,0,0,0,,4370,,,,"	  ",1,"0000-00-00 00:00:00",152.035104,-28.211071,263
62,"Foodworks nanango",default.jpg,2," ",,"62 fitzroy street",,Nanango,1,0,0,0,0,,4615,,,,,1,"0000-00-00 00:00:00",152.0010246,-26.6694902,275
63,"Luke`s supa iga bellvista caloundra",default.jpg,2," ",,"2 rawson street",,"Caloundra west",1,3,0,0,0,,4551,,,,"	  ",1,"0000-00-00 00:00:00",153.0880384,-26.7993117,276
64,"Luke`s supa iga caloundra",default.jpg,2," ",,"Cnr ormuz ave and bingera terrace",,Caloundra,1,3,0,0,0,,4551,,,,"	  ",1,"0000-00-00 00:00:00",153.1335199,-26.8039143,277
65,"Ritchies iga ballina",default.jpg,2," ",,"44 pacific highway",,Ballina,2,0,0,0,0,,2478,,,,"	  ",2,"0000-00-00 00:00:00",153.562005,-28.858526,278
66,"Walter`s supa iga bamford lane",default.jpg,2," ",,"Mt view plaza, 32 bamford lane",,Kirwan,1,3,0,0,0,,4817,,,,"	  ",1,"0000-00-00 00:00:00",146.7433381,-19.2926835,279
67,"Walter`s supa iga garbutt",default.jpg,2," ",,"Cnr hugh st and ingham road",,Garbutt,1,0,0,0,0,,4814,,,,,1,"0000-00-00 00:00:00",146.7830878,-19.2664201,280
68,"Walter`s supa iga",default.jpg,2," ",,"Cnr george and gordon streets",,Gordonvale,1,3,0,0,0,,4865,,,,"	  ",1,"0000-00-00 00:00:00",145.7850905,-17.0913192,281
69,"Walter`s supa iga",default.jpg,2," ",,"1231 riverway drive",,Rasmussen,1,3,0,0,0,,4815,,,,"	  ",1,"0000-00-00 00:00:00",146.7317337,-19.3632516,282
70,"Walter`s supa iga",default.jpg,2," ",,"Sunland shopping plaza, harvey range road",,Kirwan,1,3,0,0,0,,4817,,,,"	  ",1,"0000-00-00 00:00:00",146.7414595,-19.3045145,283
71,"Nanango pharmacy",default.jpg,2," ",Robyn,"86 drayton street",,Nanango,1,0,0,0,0,,4615,"07 4163 1257",,nanango@pharmacyalliance.net,,1,"0000-00-00 00:00:00",152.000568,-26.670537,539
72,"Narromine pharmacy",default.jpg,2," ",Sally,"53 dandaloo st",,Narromine,2,0,0,0,0,,2821,"(02) 6889 1039","(02) 6889 2295",narromine@lawlerspharmacy.com.au,"	  ",2,"0000-00-00 00:00:00",148.24017,-32.231294,540
73,"Milsons point pharmacy",default.jpg,2," ",Taigen,"17 broughton street",,"Milsons point",2,0,0,0,0,,2061,"02 9955 1380","02 9955 3020",info@nutritionwithtaigen.com.au,"	  
	  ",2,"0000-00-00 00:00:00",151.2128936,-33.8464478,538
74,"Metropolitan pharmacy",default.jpg,2,"Gerard Steven\\\'s",Ela/alex,"17-19 moore street",,Leichhardt,2,0,0,0,0,,2040,"(02) 8514 5300","(02) 8514 311",alexa.robles@metropharm.com.au,"	  
	  
	  ",2,"0000-00-00 00:00:00",151.1658304,-33.8794488,535
75,"Miller`s pharmacy - yass",default.jpg,2," ",Julie,"112-114 comur st",,Yass,2,0,0,0,0,,2582,"(02) 6226 1264","(02) 6226 3923",peter@millerspharmacyyass.com,,1,"0000-00-00 00:00:00",148.911647,-34.842111,536
76,"Millmerran pharmacy",default.jpg,2," ","Sharon graham","43 campbell street",,Millmerran,1,0,0,0,0,,4370,"07 4695 1458","07 4695 1178",millmerran@pharmacyalliance.com.au,,1,"0000-00-00 00:00:00",151.269355,-27.876867,537
77,"Merrylands west pharmacy",default.jpg,2," ",Sue,"Cnr merrylands and sherwood rds",,Merrylands,2,0,0,0,0,,2160,"(02) 9631 7282","02 9631 9520",susan.c6@hotmail.com,"9am-6pm (m-f) 9-1(sat)
	  ",2,"0000-00-00 00:00:00",150.9695068,-33.8323249,534
78,"Malouf pharmacy high st",default.jpg,2," ","Kellie scholefield","High street plaza","Shop 16, 52 high street",Rangeville,1,1,0,3,0,,4350,"(07) 4613 4312","(07) 4613 4364",highst@maloufpharmacies.com.au,"	  
	  ",2,"0000-00-00 00:00:00",151.978729,-27.58601,533
79,"Wyalla malouf pharmacy ",default.jpg,2," ","Katie, michelle","238a taylor st",,Wyalla,1,1,0,3,0,,4350,"(07) 4633 2960","(07) 4633 ",wyalla@maloufgroup.com.au,"	  
	  ",1,"0000-00-00 00:00:00",151.920079,-27.553274,532
80,"The ridge malouf pharmacy",default.jpg,2,"L r bray & Michael spargo","Venessa, shannon, ratchel (naturopath)","Ridge shop ctr, 445-455 hume st","The ridge shopping centre",Toowoomba,1,1,0,3,0,,4350,"(07) 4635 6522","(07) 4635 6544",ridge@maloufgroup.com.au,"mon - fri  8.30am-6.30pm
 thursday 8.30am-9pm
 saturday 8.30am-5pm
	  ",1,"0000-00-00 00:00:00",151.9539874,-27.56433,531
81,"Malouf group pharmacy rockhampton",default.jpg,2," ","Toni & sharon","Northside plaza shopping centre","222-228 musgrave rd","North rockhampton",1,1,0,3,9,,4701,"(07) 4927 5633","(07) 4922 8420",rockhampton@maloufgroup.com.au,"	  ",1,"0000-00-00 00:00:00",150.523485,-23.3588645,529
82,"Malouf group pharmacy palmdale",default.jpg,2,"I g Malouf","Vicky (retail manager), jameela (vitamins)","Palmdale shopping centre","2120 logan rd","Upper mt gravatt",1,1,0,3,0,,4122,"(07) 3343 5566","(07) 3349 6622",palmdale@maloufgroup.com.au,"monday-friday 8am-9.30pm
saturday 8.30am-9.30pm
sunday 9am-9pm
	  
	  													",2,"0000-00-00 00:00:00",153.083627,-27.560832,528
83,"Malouf group pharmacy new farm",default.jpg,2,"Richard  Malouf",Lisa,"888 brunswick st","R g malouf","New farm",1,1,0,3,7,,4005,"(07) 3358 1363","(07) 3254 1535",newfarm@maloufgroup.com.au,"monday-friday 8am-8pm
saturday 8am-6pm
sunday 9am-6pm  
	  
	  
	  ",1,"0000-00-00 00:00:00",153.046183,-27.46691,527
84,"Malouf group pharmacy maroochydore",default.jpg,2," ",Deb,"Big top shopping centre","Duporth ave",Maroochydore,1,1,0,3,0,,4558,"(07) 5443 2387","(07) 5443 7817",maroochydore@maloufgroup.com.au,"	  
	  ",1,"0000-00-00 00:00:00",153.0925646,-26.6520027,526
85,"Malouf group pharmacy kenmore",default.jpg,2,"John Riordan & lawrie bray",Kay,"Shop 33, 9 brookfield st","Kenmore village shopping centre",Kenmore,1,1,0,3,7,,4069,"(07) 3378 1377","(07) 3378 1837",kenmore@maloufgroup.com.au,"	  
	  
	  
	  ",1,"0000-00-00 00:00:00",152.9400124,-27.5073754,525
86,"Malouf group pharmacy gympie",default.jpg,2," ",Justine,"Gympie market place","Shop 7, reef st",Gympie,1,1,0,3,0,,4570,"(07) 5482 1199","(07) 5483 8922",gympie@maloufgroup.com.au,"	  
	  ",1,"0000-00-00 00:00:00",152.6576092,-26.1882724,524
87,"Malouf group pharmacy cleveland harbourtown",default.jpg,2,"Joanne  Malouf","Kelly or tanya","Shop 84. stockland shopping centre","90 middle st",Cleveland,1,1,0,3,0,,4163,"(07) 3286 1144","(07) 3821 0286",harbourside@maloufgroup.com.au,"	  
	  
	  													",2,"0000-00-00 00:00:00",153.268703,-27.52548,522
88,"Malouf group pharmacy forest lake",default.jpg,2,"Malouf Riordan","Kara, nick (new natropath)","Forest lake village shopping centre","Forest lake blvd","Forest lake",1,1,0,3,0,,4078,"(07) 3372 9500","(07) 3372 9574",forestlake@maloufgroup.com.au,"	  
	  
	  
	  													",2,"0000-00-00 00:00:00",152.965292,-27.6174532,523
89,"Malouf group pharmacy bundaberg north",default.jpg,2," ",Liz,"Northway plaza","Queen st","North bundaberg",1,1,0,3,9,,4670,"(07) 4151 0866","(07) 41510688",northbundaberg@maloufgroup.com.au,"	  ",1,"0000-00-00 00:00:00",152.3456917,-24.8532325,521
90,"Main street pharmacy",default.jpg,2,"Joy phillips ",Michelle,"Shop 3","7983 main street",Alstonville,2,0,0,0,0,,2477,"02 6628 1010",,mainstreetpharmacy@eftel.net.au,"	  ",2,"0000-00-00 00:00:00",153.437675,-28.840155,517
91,"Maitland pharmacy",default.jpg,2," ","Nerissa crowell","16 robert street",,Maitland,6,0,0,0,0,,5573,"08 8832 2651","08 8832 2808",maitland@pharmacyalliance.net,"	  ",2,"0000-00-00 00:00:00",137.672273,-34.374985,518
92,"Lucy walker pharmacy",default.jpg,2,"William hollo ",Carolyn,"95 marshall st",,Goondiwindi,1,0,0,0,0,,4390,"(07) 4671 1288","(07) 4671 3100",lees.pharmacy@nunet.com.au,,1,"0000-00-00 00:00:00",150.3061283,-28.5463948,516
93,"Lawlers west dubbo pharmacy",default.jpg,2," ",Layla,"42b victoria street",,Dubbo,2,0,0,0,0,,2830,"(02) 6882 3410","(02) 6885 1322",westdubbo@lawlerspharmacy.com.au,"m-f 9-6 sat 9-12.30
	  ",2,"0000-00-00 00:00:00",148.591591,-32.247218,514
94,"Logan city pharmacy",default.jpg,2,"Tony lau ",Eleanor,"Logan city centre","2 ï¿½ 24 wembley road","Logan central",1,0,0,0,7,,4114,"(07) 3209 1719","(07) 3208 4099",lc_pharmacy@pinnaclepharmacy.com.au,"m-f 8:30-6 thurs 8:30-7:30 sat 8:30-4:30 sun 9-1
	  ",1,"0000-00-00 00:00:00",153.1162515,-27.6422889,515
95,"Lawlers family pharmacy",default.jpg,2," ","Amanda, tony & kerry","Shop 15-16a, centro shopping centre","Macquarie st",Dubbo,2,0,0,2,0,,2830,"(02) 6882 4853","(02) 6884 7020",jacquil@lawlerspharmacy.com.au,"mon - fri 8:30-6pm, th 8:30-8 
sat 9-4 sun 10-4
	  
	  
	  ",2,"0000-00-00 00:00:00",148.6016945,-32.2615963,513
96,"Kyogle pharmacy",default.jpg,2," ",Carol,"111 summerland way",,Kyogle,2,0,0,0,0,,2474,"(02) 6632 1776","(02) 6632 1776",kypharm@bigpond.net.au,"m-f 8:30-5:30 sat 8:30 -12pm",1,"0000-00-00 00:00:00",153.0038335,-28.6213049,512
97,"Kingsley village pharmacy",default.jpg,2,"Grant Mcgill",Grant,"Shop 7, kingsley village shopping centre","110 kingsley drive",Kingsley,7,2,0,1,0,"4345/ PREF",6026,"(08) 9409 7373","(08) 9409 1015",info@kingsleyvillagepharmacy.com.au,"mon - fri: 8am to 8pm
sat: 8am to 6pm	  													",1,"0000-00-00 00:00:00",115.789354,-31.809488,511
98,"3 beaches chemist",default.jpg,2," ","Ingrid & jessica","Shop 2 village centre","High street","Hallidays point",2,0,0,0,0,,2430,"(02) 6559 3593","(02) 6559 3555",3beaches.chemist@westnet.com.au,,1,"0000-00-00 00:00:00",152.4881608,-32.0696867,464
99,"Allan byrnes chemist",default.jpg,2," ",Jenny,"Shop 9-11, katoomba fair","Parke street",Katoomba,2,0,0,0,0,,2780,"02 4782 5450","02 4782 6797",allanbyrneschemworld@nexon.com.au,"	  ",2,"0000-00-00 00:00:00",150.3098764,-33.714029,465
100,"Alpha pharmacy",default.jpg,2," ","Shana edwards","Shop 2","51 shakespeare st",Alpha,1,0,0,0,0,,4724,"(07) 4985 1786","07 4985 1726",shana@alphapharmacy.net.au,,1,"0000-00-00 00:00:00",146.641336,-23.648861,466
101,"Ambassadors pharamacy",default.jpg,2,"Will Green","Will or christine","32a rose st",,Manjimup,7,0,0,7,18,02459,6258,"(08) 9771 1373","(08) 9771 8140",ambass@wn.com.au,"mon to fri: 30am to 6pm  
sat: 8.30am to 1pm
sunday: closed
	  
	  													",1,"0000-00-00 00:00:00",116.145152,-34.241706,467
102,"Belmont health information pharmacy",default.jpg,2," ",Renae,"Shop 11, belmont shopping centre","Cnr belmont and burstall avenue",Belmont,1,0,0,0,0,,4153,"(07) 3890 3988",,belmont@mediconsul.com.au,"	  ",2,"0000-00-00 00:00:00",153.123974,-27.4845038,468
103,"Bunbury drive-in pharmacy",default.jpg,2,"Bob Schurmann","Aimie or briohny","Cnr forrest ave and blair st",,Bunbury,7,2,0,1,18,39718,6230,"(08) 9791 2447","(08) 9721 9955",bdic@ixia.com.au,"everyday
8:30am to 10pm  													",1,"0000-00-00 00:00:00",115.6464864,-33.3407404,469
104,"Caboolture park pharmacy",default.jpg,2," ",Sandra,"Shop 41, caboolture park pharmacy","King st",Caboolture,1,0,0,0,0,,4510,"(07) 5499 0550","07 5495 2533",cparkpharm@jadin.com.au,"	  ",2,"0000-00-00 00:00:00",152.9317162,-27.0782505,470
105,"Capital chemist charnwood",default.jpg,2," ",Erin,"Shop 4 and 5, the small mall","Lhotsky st",Charnwood,4,0,0,0,0,,2615,"(02) 6258 4949","(02) 6258 7517",charnwood@capitalchemist.com.au,"	  ",2,"0000-00-00 00:00:00",149.030937,-35.1991629,471
106,"Capital chemist chisholm",default.jpg,2," ",Amanda,"Shop 7","Chisholm shopping centre",Chisolm,4,0,0,0,0,,2905,"(02) 6292 2996","(02) 6292 3262",chisholm@capitalchemist.com.au,"	  ",2,"0000-00-00 00:00:00",0,0,472
107,"Capital chemist junee",default.jpg,2,"Jane ","Jane, karen & janet","84 lorne street",,Junee,2,20,0,0,0,,2663,"(02) 6924 1151","(02) 6924 2393",junee@capitalchemist.com.au,"m–f 9am – 5.30pm, sat 9am-12.30, sun 10am-12.00",1,"0000-00-00 00:00:00",147.585027,-34.870649,473
108,"Capital chemist kambah",default.jpg,2," ",Kathy,"Kambah village","Marconi crescent",Kambah,4,0,0,0,0,,2902,"(02) 6231 7054","(02) 6231 1271","kambah@capital chemist.com.au","	  ",2,"0000-00-00 00:00:00",149.0601613,-35.3782114,474
109,"Capital chemist temora",default.jpg,2,"Fay Baun","Lorraine, peta, fay","204 hoskins st",,Temora,2,0,0,2,0,,2666,"(02) 6977 2026","(02) 6977 4102",temora@capitalchemist.com.au,"mon -fri 9am - 6:30, 
sat 9am -12:30
	  ",1,"0000-00-00 00:00:00",147.533502,-34.447391,475
110,"Capital chemist wanniassa",default.jpg,2," ",Leanne,"12 sangster place",,Wanniassa,4,0,0,0,0,,2913,"(02) 6231 6446","(02) 6231 9716",wanniassa@capitalchemist.com.au,"	  ",2,"0000-00-00 00:00:00",149.085489,-35.390775,476
